,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
21523,The Curse of the Werewolves,/app/316420/,Sep 1 2014,10,18,5,5,67.40%
21524,Wildlife Park 2,/app/304350/,Jul 17 2014,214,350,146,146,67.39%
21525,Gold Rush! Classic,/app/308000/,Jul 25 2014,"2,165",258,106,106,67.34%
21526,MXGP - The Official Motocross Videogame Compact,/app/336010/,Dec 3 2014,16,114,44,44,67.34%
21527,Salammbo: Battle for Carthage,/app/301670/,May 30 2014,5,56,20,20,67.28%
21528,Hexus,/app/323250/,Sep 17 2014,15,56,20,20,67.28%
21529,Lost Marbles,/app/291430/,May 30 2014,311,36,12,12,67.25%
21530,Guns'N'Zombies,/app/264300/,Oct 30 2014,599,668,292,292,67.11%
21531,StarMade,/app/244770/,Dec 4 2014,960,"2,016",914,914,67.10%
21532,GhostControl Inc.,/app/280540/,Jun 6 2014,45,124,49,49,67.09%
21533,Chompy Chomp Chomp,/app/292570/,May 16 2014,"2,705",386,165,165,67.06%
21534,Viktor,/app/296730/,Jun 13 2014,37,163,66,66,67.06%
21535,El Matador,/app/289280/,Apr 3 2014,15,301,127,127,67.05%
21536,Zombie Solitaire,/app/311850/,Jul 3 2014,153,107,42,42,66.99%
21537,Dwarf Tower,/app/335100/,Dec 23 2014,306,185,76,76,66.97%
21538,The Incredible Adventures of Van Helsing II,/app/272470/,May 22 2014,"1,714","1,623",737,737,66.96%
21539,Foosball - Street Edition,/app/280830/,Apr 16 2014,12,130,52,52,66.96%
21540,A Wizard's Lizard,/app/280040/,Jun 16 2014,376,306,130,130,66.95%
21541,Battlepaths,/app/296050/,May 31 2014,"1,819",592,260,260,66.93%
21542,Warlock 2: the Exiled,/app/205990/,Apr 10 2014,984,807,359,359,66.92%
21543,Wild Warfare,/app/312150/,Jul 15 2014,133,695,308,308,66.88%
21544,Warface,/app/291480/,Jul 1 2014,"13,867","54,647","26,447","26,447",66.81%
21545,Anarchy Arcade,/app/266430/,Sep 3 2014,529,"1,526",699,699,66.76%
21546,War on Folvos,/app/317380/,Aug 8 2014,229,80,31,31,66.74%
21547,Paranautical Activity: Deluxe Atonement Edition,/app/250580/,Oct 20 2014,305,975,441,441,66.73%
21548,Trials Fusion,/app/245490/,Apr 24 2014,"2,500","1,455",667,667,66.72%
21549,Girls Like Robots,/app/263460/,Feb 14 2014,203,183,77,77,66.57%
21550,Luxuria Superbia,/app/269150/,Jan 28 2014,21,176,74,74,66.53%
21551,Doorways: The Underworld,/app/311250/,Sep 17 2014,406,265,115,115,66.44%
21552,Beware Planet Earth,/app/267340/,Apr 11 2014,177,208,89,89,66.43%
21553,ULTRAWORLD EXODUS,/app/331580/,Dec 5 2014,20,53,20,20,66.42%
21554,The Maker's Eden,/app/313360/,Jul 30 2014,26,83,33,33,66.41%
21555,Bound By Flame,/app/243930/,May 8 2014,"2,639","2,361","1,114","1,114",66.40%
21556,Sinking Island,/app/333430/,Dec 5 2014,16,157,66,66,66.40%
21557,Warrior Kings,/app/297570/,Apr 24 2014,15,76,30,30,66.38%
21558,Memento Mori 2,/app/237970/,May 13 2014,34,85,34,34,66.36%
21559,Konung 3: Ties of the Dynasty,/app/289380/,Apr 3 2014,20,69,27,27,66.36%
21560,Celestial Command,/app/330460/,Nov 21 2014,75,408,183,183,66.25%
21561,Tex Murphy: Martian Memorandum,/app/302340/,Jun 12 2014,6,36,13,13,66.24%
21562,Paganitzu,/app/358230/,May 5 2014,5,36,13,13,66.24%
21563,SPACECOM,/app/263860/,Sep 17 2014,"1,223",322,143,143,66.22%
21564,War in a Box: Paper Tanks,/app/308460/,Jul 4 2014,43,137,58,58,66.12%
21565,Blake Stone: Planet Strike,/app/358310/,May 5 2014,4,33,12,12,65.96%
21566,Strike Vector,/app/246700/,Jan 28 2014,686,"1,520",728,728,65.89%
21567,Battlegrounds of Eldhelm,/app/329020/,Oct 22 2014,172,146,63,63,65.89%
21568,Shattered Planet,/app/305640/,Jul 3 2014,209,421,194,194,65.79%
21569,7 Wonders of the Ancient World,/app/275810/,Feb 18 2014,26,117,50,50,65.77%
21570,Nostradamus: The Last Prophecy,/app/287720/,Apr 24 2014,36,134,58,58,65.73%
21571,Alice in Wonderland,/app/316030/,Oct 6 2014,31,155,68,68,65.68%
21572,Armored Hunter GUNHOUND EX,/app/273240/,May 1 2014,40,144,63,63,65.64%
21573,Close Combat - Gateway to Caen,/app/297750/,Jun 6 2014,254,298,137,137,65.54%
21574,Echelon: Wind Warriors,/app/311100/,Aug 8 2014,991,61,25,25,65.47%
21575,Bet On Soldier,/app/335320/,Dec 5 2014,14,178,80,80,65.43%
21576,Counter-Strike Nexon: Studio,/app/273110/,Oct 7 2014,"10,007","27,025","13,877","13,877",65.42%
21577,Global Outbreak: Doomsday Edition,/app/264260/,Aug 11 2014,"1,453",52,21,21,65.42%
21578,Baron Wittard,/app/293980/,Apr 24 2014,5,8,2,2,65.42%
21579,Volo Airsport,/app/329190/,Dec 4 2014,14,129,57,57,65.35%
21580,Darkness Within 2: The Dark Lineage Director's Cut Edition,/app/298950/,Dec 5 2014,17,150,67,67,65.34%
21581,Realms of Arkania 1 - Blade of Destiny Classic,/app/267670/,Jan 10 2014,78,82,35,35,65.31%
21582,Lara Croft and the Temple of Osiris,/app/289690/,Dec 8 2014,"3,438","2,543","1,270","1,270",65.30%
21583,Cherry Tree High I! My! Girls!,/app/333220/,Nov 20 2014,132,116,51,51,65.30%
21584,Cars Toon: Mater's Tall Tales,/app/316320/,Oct 6 2014,9,45,18,18,65.30%
21585,SunAge: Battle for Elysium,/app/318650/,Dec 15 2014,38,109,48,48,65.19%
21586,Fritz Chess 14,/app/276750/,Jun 4 2014,42,75,32,32,65.19%
21587,Trucks & Trailers,/app/302060/,Jun 4 2014,37,333,157,157,65.18%
21588,Volt,/app/290280/,Apr 14 2014,792,274,128,128,65.18%
21589,Reaper - Tale of a Pale Swordsman,/app/269370/,Feb 8 2014,270,292,137,137,65.15%
21590,GunZ 2: The Second Duel,/app/242720/,May 1 2014,"10,441","7,015","3,592","3,592",65.14%
21591,Wildlife Park 2 - Marine World,/app/307900/,Jul 17 2014,27,29,11,11,65.14%
21592,Dragon Nest Europe,/app/258700/,Jan 9 2014,"2,028","2,854","1,442","1,442",65.11%
21593,Sky Mercenaries,/app/336090/,Dec 16 2014,772,81,35,35,65.10%
21594,Cavern Kings,/app/321830/,Sep 30 2014,653,150,68,68,65.09%
21595,The Dungeoning,/app/295870/,May 2 2014,38,53,22,22,65.06%
21596,Bot Colony,/app/263040/,Jun 16 2014,7,68,29,29,65.05%
21597,Squirt's Adventure,/app/263180/,Mar 5 2014,46,15,5,5,65.00%
21598,Pyrite Heart,/app/324170/,Sep 25 2014,27,194,90,90,64.97%
21599,Bridge Constructor Playground,/app/279990/,Jul 2 2014,59,159,73,73,64.94%
21600,The Princess and The Frog,/app/318740/,Oct 6 2014,9,33,13,13,64.92%
21601,Merchants of Kaidan,/app/294020/,Nov 10 2014,"1,716",330,158,158,64.89%
21602,GoD Factory: Wingmen,/app/262750/,Aug 29 2014,731,201,94,94,64.87%
21603,Point Perfect,/app/303840/,Jul 17 2014,165,142,65,65,64.87%
21604,Wildlife Park 2 - Farm World,/app/307920/,Jul 17 2014,23,24,9,9,64.87%
21605,Trainz Trouble,/app/319300/,Aug 26 2014,7,35,14,14,64.83%
21606,Infinity Runner,/app/279920/,Jul 14 2014,131,88,39,39,64.81%
21607,Qora,/app/304460/,Oct 2 2014,288,322,155,155,64.77%
21608,Windforge,/app/266170/,Mar 11 2014,212,399,194,194,64.76%
21609,Passing Pineview Forest,/app/331120/,Nov 21 2014,77,"1,108",559,559,64.70%
21610,The Treasures of Montezuma 3,/app/320690/,Oct 17 2014,428,265,127,127,64.69%
21611,Brigade E5: New Jagged Union,/app/296210/,Apr 30 2014,20,77,34,34,64.69%
21612,Blade Symphony,/app/225600/,May 7 2014,"3,155","3,113","1,616","1,616",64.59%
21613,ACE - Arena: Cyber Evolution,/app/285580/,Aug 18 2014,288,711,357,357,64.54%
21614,The Hat Man: Shadow Ward,/app/291010/,Sep 18 2014,699,"2,235","1,160","1,160",64.46%
21615,Fat Chicken,/app/325860/,Dec 4 2014,95,32,13,13,64.44%
21616,Runaway Express Mystery,/app/299020/,Sep 23 2014,8,34,14,14,64.38%
21617,KickBeat Steam Edition,/app/255370/,Jan 20 2014,376,507,254,254,64.37%
21618,Devil's Dare,/app/279580/,Oct 21 2014,76,104,48,48,64.37%
21619,The Sacred Tears TRUE,/app/316840/,Sep 25 2014,81,55,24,24,64.37%
21620,Growing Pains,/app/291610/,May 28 2014,7,21,8,8,64.36%
21621,Unrest,/app/292400/,Jul 23 2014,406,130,61,61,64.35%
21622,Magnetic By Nature,/app/296510/,Nov 11 2014,56,57,25,25,64.35%
21623,Pixel Piracy,/app/264140/,Jul 31 2014,"2,176","4,719","2,502","2,502",64.29%
21624,MIND Path to Thalamus E.Edition,/app/296070/,Aug 5 2014,301,905,464,464,64.28%
21625,Redline,/app/328460/,Oct 23 2014,5,67,30,30,64.28%
21626,Wildlife Park 2 - Crazy Zoo,/app/306480/,Jul 17 2014,17,38,16,16,64.27%
21627,Nicole,/app/307190/,Jul 25 2014,60,81,37,37,64.22%
21628,Enemy Front,/app/256190/,Jun 10 2014,613,"3,276","1,734","1,734",64.21%
21629,Call of Cthulhu: The Wasted Land,/app/251390/,Mar 6 2014,111,131,62,62,64.21%
21630,Schrödinger's Cat and the Raiders of the Lost Quark,/app/295490/,Sep 23 2014,139,85,39,39,64.21%
21631,Sinister City,/app/326180/,Oct 20 2014,900,"1,010",522,522,64.18%
21632,The Book of Legends,/app/277470/,Mar 14 2014,111,182,88,88,64.18%
21633,Deadlock II - Shrine Wars,/app/328450/,Oct 23 2014,12,44,19,19,64.17%
21634,Cold War,/app/260650/,Jan 8 2014,23,168,81,81,64.16%
21635,Pixel Boy and the Ever Expanding Dungeon,/app/263080/,May 30 2014,94,158,76,76,64.13%
21636,See No Evil,/app/313830/,Aug 26 2014,"1,102",237,117,117,64.06%
21637,Enola,/app/263520/,Sep 18 2014,65,104,49,49,64.03%
21638,Flower Shop: Summer In Fairbrook,/app/290990/,May 16 2014,138,86,40,40,64.01%
21639,Space Warp,/app/326470/,Nov 4 2014,15,29,12,12,64.00%
21640,Guns and Robots,/app/293540/,Aug 4 2014,"1,060","1,117",585,585,63.96%
21641,Paper Monsters Recut,/app/314540/,Oct 23 2014,4,31,13,13,63.95%
21642,Empress Of The Deep,/app/299150/,May 8 2014,17,97,46,46,63.84%
21643,White Noise Online,/app/293860/,May 22 2014,259,448,230,230,63.82%
21644,Pro Cycling Manager 2014,/app/255260/,Jun 19 2014,"1,198",178,88,88,63.77%
21645,Word Rescue,/app/358340/,May 5 2014,6,49,22,22,63.77%
21646,TinyKeep,/app/278620/,Sep 29 2014,133,271,137,137,63.73%
21647,Epigenesis,/app/244590/,Aug 1 2014,799,750,394,394,63.69%
21648,Ultionus: A Tale of Petty Revenge,/app/279160/,Feb 25 2014,141,211,106,106,63.64%
21649,Elminage Gothic,/app/291960/,Sep 18 2014,179,125,61,61,63.64%
21650,Over The Void,/app/330470/,Nov 11 2014,87,109,53,53,63.55%
21651,Science Girls,/app/269010/,Mar 21 2014,50,103,50,50,63.52%
21652,Descent 3,/app/273590/,Apr 15 2014,10,58,27,27,63.46%
21653,Rooks Keep,/app/299440/,Dec 5 2014,132,58,27,27,63.46%
21654,Tex Murphy: Mean Streets,/app/302330/,Jun 12 2014,17,56,26,26,63.46%
21655,Depths of Fear :: Knossos,/app/252570/,Apr 24 2014,92,280,144,144,63.44%
21656,Castle: Never Judge a Book by its Cover,/app/301740/,Jun 9 2014,29,114,56,56,63.43%
21657,Save the Furries,/app/325110/,Oct 10 2014,4,32,14,14,63.43%
21658,Claire,/app/252830/,Jul 7 2014,81,255,131,131,63.39%
21659,Aveyond 3-1: Lord of Twilight,/app/272010/,Feb 7 2014,54,100,49,49,63.33%
21660,Crystals of Time,/app/306410/,Jun 13 2014,"1,157",661,355,355,63.19%
21661,Call of Duty: Advanced Warfare,/app/209650/,Nov 3 2014,"12,675","15,272","8,667","8,667",63.13%
21662,Explodemon,/app/281820/,Mar 25 2014,16,68,33,33,63.02%
21663,Haegemonia: The Solon Heritage,/app/294790/,May 1 2014,33,68,33,33,63.02%
21664,Zoo Rampage,/app/312900/,Jul 9 2014,45,85,42,42,63.00%
21665,Robot Rescue Revolution,/app/284200/,Jul 11 2014,162,39,18,18,63.00%
21666,Train Fever,/app/304730/,Sep 4 2014,"3,406","2,199","1,227","1,227",62.96%
21667,Third Eye Crime,/app/301420/,Jul 23 2014,6,33,15,15,62.94%
21668,FaeVerse Alchemy,/app/282880/,Apr 2 2014,"4,593",216,113,113,62.92%
21669,School Bus Fun,/app/301990/,Jul 3 2014,104,60,29,29,62.92%
21670,Viking Brothers,/app/286520/,Apr 23 2014,22,31,14,14,62.92%
21671,Mystic Towers,/app/358220/,May 5 2014,6,31,14,14,62.92%
21672,Perimeter: Emperor's Testament,/app/289240/,May 22 2014,12,27,12,12,62.90%
21673,Derrick the Deathfin,/app/287780/,Jun 16 2014,8,19,8,8,62.90%
21674,"Fairy Tale About Father Frost, Ivan and Nastya",/app/289320/,Apr 30 2014,8,75,37,37,62.88%
21675,Noir Syndrome,/app/299780/,Jun 4 2014,181,116,59,59,62.85%
21676,YAIBA: NINJA GAIDEN Z,/app/252230/,Mar 21 2014,121,522,285,285,62.73%
21677,Stonerid,/app/315920/,Aug 15 2014,985,128,66,66,62.71%
21678,Platformines,/app/264540/,Mar 28 2014,248,206,109,109,62.67%
21679,Deadnaut,/app/337040/,Dec 9 2014,60,100,51,51,62.65%
21680,Deep Under the Sky,/app/315650/,Aug 22 2014,14,38,18,18,62.57%
21681,KRUNCH,/app/280500/,Mar 19 2014,222,34,16,16,62.49%
21682,Riding Star,/app/276360/,Mar 27 2014,14,64,32,32,62.46%
21683,Ilamentia,/app/334710/,Nov 25 2014,96,64,32,32,62.46%
21684,Prophour23,/app/317610/,Oct 22 2014,27,49,24,24,62.44%
21685,Real Boxing™,/app/296770/,Jul 2 2014,153,826,464,464,62.41%
21686,Particulars,/app/259470/,Nov 19 2014,154,60,30,30,62.38%
21687,Rise of Prussia Gold,/app/292760/,May 7 2014,16,28,13,13,62.35%
21688,Amazing Princess Sarah,/app/315850/,Aug 18 2014,43,136,72,72,62.30%
21689,Fading Hearts,/app/259720/,Feb 6 2014,175,127,67,67,62.30%
21690,The Golf Club,/app/269730/,Aug 19 2014,215,701,395,395,62.26%
21691,Spice Road,/app/293960/,Apr 24 2014,73,41,20,20,62.24%
21692,Cheesecake Cool Conrad,/app/327210/,Oct 8 2014,4,22,10,10,62.21%
21693,Three Dead Zed,/app/291390/,Jul 7 2014,418,110,58,58,62.17%
21694,Hazard Ops,/app/319150/,Oct 8 2014,"1,578",917,523,523,62.15%
21695,Elegy For A Dead World,/app/252290/,Dec 10 2014,48,195,106,106,62.13%
21696,Rime Berta,/app/312600/,Dec 16 2014,182,90,47,47,62.13%
21697,UFO: Afterlight,/app/237950/,Jan 6 2014,187,300,167,167,62.00%
21698,Grimind,/app/265380/,Feb 13 2014,"1,838",176,96,96,61.99%
21699,Scourge: Outbreak,/app/227560/,Apr 2 2014,157,353,198,198,61.96%
21700,Only If,/app/298260/,Jul 25 2014,713,"3,749","2,212","2,212",61.95%
21701,Crazy Chicken Tales,/app/318660/,Sep 30 2014,4,31,15,15,61.93%
21702,Pineview Drive,/app/288880/,Jul 31 2014,66,373,210,210,61.92%
21703,Poltergeist: A Pixelated Horror,/app/323700/,Oct 21 2014,17,29,14,14,61.86%
21704,Deep Eclipse,/app/326990/,Oct 28 2014,"2,324",101,54,54,61.85%
21705,Dogs of War Online - Beta,/app/219700/,Feb 4 2014,995,443,252,252,61.83%
21706,Flower Shop: Winter In Fairbrook,/app/311680/,Jul 31 2014,62,67,35,35,61.80%
21707,Gates of Horizon,/app/334290/,Dec 18 2014,97,67,35,35,61.80%
21708,Haegemonia: Legions of Iron,/app/294770/,May 1 2014,22,49,25,25,61.80%
21709,IGT Slots Paradise Garden,/app/320970/,Sep 17 2014,17,86,46,46,61.68%
21710,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,/app/336280/,Dec 19 2014,531,63,33,33,61.68%
21711,My Best Friends - Cats & Dogs,/app/276220/,Mar 27 2014,5,36,18,18,61.68%
21712,Mythos: The Beginning,/app/325320/,Oct 27 2014,69,45,23,23,61.65%
21713,Demon Hunter: Chronicles from Beyond,/app/330990/,Dec 4 2014,119,301,171,171,61.61%
21714,Frayed Knights: The Skull of S'makh-Daon,/app/314120/,Jul 24 2014,23,23,11,11,61.60%
21715,Freddi Fish and Luther's Water Worries,/app/294580/,May 1 2014,6,34,17,17,61.59%
21716,Frozen Synapse Prime,/app/328600/,Nov 14 2014,226,214,121,121,61.47%
21717,Return to Mysterious Island 2,/app/277270/,Mar 6 2014,28,109,60,60,61.41%
21718,Abyss Odyssey,/app/255070/,Jul 15 2014,928,"1,535",918,918,61.38%
21719,Ampu-Tea,/app/289090/,May 30 2014,"2,037","1,276",762,762,61.34%
21720,My Vet Practice: In the Country,/app/276240/,Mar 27 2014,6,17,8,8,61.25%
21721,GAUGE,/app/272990/,May 23 2014,14,154,87,87,61.24%
21722,Clash of Puppets,/app/325870/,Dec 16 2014,141,42,22,22,61.18%
21723,NEStalgia,/app/249550/,Apr 15 2014,451,229,132,132,61.15%
21724,Rock Zombie,/app/328640/,Nov 20 2014,18,33,17,17,61.10%
21725,Numba Deluxe,/app/301700/,May 23 2014,82,168,96,96,61.09%
21726,The Great Jitters: Pudding Panic,/app/296650/,May 22 2014,13,47,25,25,61.08%
21727,Super Killer Hornet: Resurrection,/app/271860/,Feb 6 2014,"1,674",501,297,297,61.07%
21728,Rush for Glory,/app/303470/,Jun 17 2014,12,90,50,50,61.07%
21729,International Snooker,/app/299500/,May 30 2014,79,379,224,224,60.98%
21730,Dark Lore Mysteries: The Hunt For Truth,/app/288970/,Apr 8 2014,8,45,24,24,60.98%
21731,Blackguards,/app/249650/,Jan 22 2014,"2,360","2,186","1,341","1,341",60.95%
21732,Data Hacker: Initiation,/app/311860/,Jul 21 2014,"14,518",145,83,83,60.95%
21733,To End All Wars,/app/312360/,Aug 29 2014,125,113,64,64,60.93%
21734,Pandora: First Contact,/app/287580/,May 30 2014,295,377,224,224,60.88%
21735,Aveyond 3-2: Gates of Night,/app/278490/,Apr 18 2014,61,72,40,40,60.84%
21736,Rabbit Hole 3D: Steam Edition,/app/283660/,Apr 26 2014,231,198,116,116,60.75%
21737,Shadow Warrior (Classic),/app/358400/,May 5 2014,4,20,10,10,60.74%
21738,Mars Colony: Challenger,/app/277910/,Mar 4 2014,95,78,44,44,60.66%
21739,Adventure Chronicles: The Search For Lost Treasure,/app/281240/,Apr 29 2014,11,56,31,31,60.63%
21740,Sign Motion,/app/321370/,Oct 24 2014,16,56,31,31,60.63%
21741,Black Rainbow,/app/288500/,Apr 30 2014,9,32,17,17,60.59%
21742,Millennium 5 - The Battle of the Millennium,/app/298850/,Nov 7 2014,482,32,17,17,60.59%
21743,ReignMaker,/app/286200/,Apr 16 2014,"2,070",219,130,130,60.56%
21744,A Vampyre Story,/app/313870/,Jul 15 2014,11,99,57,57,60.52%
21745,Global ATC Simulator,/app/270830/,Nov 10 2014,43,74,42,42,60.50%
21746,Magical Battle Festa,/app/292480/,Nov 21 2014,117,231,138,138,60.48%
21747,Crash And Burn Racing,/app/336630/,Dec 9 2014,8,30,16,16,60.44%
21748,PAC-MAN MUSEUM,/app/236470/,Feb 25 2014,33,170,101,101,60.38%
21749,99 Levels To Hell,/app/264280/,Feb 19 2014,164,366,224,224,60.27%
21750,Kill The Bad Guy,/app/293940/,May 28 2014,83,215,130,130,60.20%
21751,Mirror Mysteries 2: Forgotten Kingdoms,/app/291640/,Apr 10 2014,12,51,29,29,60.09%
21752,Train Town,/app/320110/,Aug 26 2014,8,46,26,26,60.07%
21753,Rooster Teeth vs. Zombiens,/app/336100/,Dec 19 2014,14,36,20,20,60.06%
21754,Heldric - The legend of the shoemaker,/app/293420/,Apr 17 2014,197,31,17,17,60.06%
21755,Overcast - Walden and the Werewolf,/app/293180/,Apr 18 2014,"6,084","1,719","1,103","1,103",59.92%
21756,World of Subways 1 – The Path,/app/306370/,Nov 5 2014,11,68,40,40,59.81%
21757,Wildlife Park 2 - Dino World,/app/307930/,Jul 17 2014,46,45,26,26,59.69%
21758,Rhiannon: Curse of the Four Branches,/app/298140/,May 15 2014,11,85,51,51,59.66%
21759,Fritz for Fun 13,/app/328890/,Dec 10 2014,11,22,12,12,59.66%
21760,BloodRayne: Betrayal (Legacy),/app/281220/,Apr 30 2014,215,534,341,341,59.59%
21761,Alpha Zylon,/app/313210/,Jul 15 2014,5,102,62,62,59.57%
21762,The Forgotten Ones,/app/314280/,Jul 17 2014,214,966,625,625,59.55%
21763,Lords Of The Fallen,/app/265300/,Oct 28 2014,"8,024","11,081","7,379","7,379",59.51%
21764,DIG IT! - A Digger Simulator,/app/311910/,Oct 15 2014,140,122,75,75,59.50%
21765,Q*bert: Rebooted,/app/285960/,Jul 8 2014,23,103,63,63,59.47%
21766,Karos,/app/337410/,Dec 24 2014,565,390,249,249,59.46%
21767,Victim of Xen,/app/300220/,May 21 2014,986,268,170,170,59.40%
21768,Ethan: Meteor Hunter,/app/266330/,Feb 7 2014,82,143,89,89,59.38%
21769,Nicolas Eymerich The Inquisitor,/app/279500/,Apr 30 2014,16,60,36,36,59.35%
21770,Villagers and Heroes,/app/263540/,Apr 17 2014,"2,964","1,947","1,287","1,287",59.31%
21771,Iron Storm,/app/296180/,May 8 2014,6,85,52,52,59.31%
21772,Platypus II,/app/319180/,Aug 15 2014,"1,687",349,225,225,59.21%
21773,Adventurer Manager,/app/280320/,Dec 4 2014,"1,100",339,219,219,59.15%
21774,Magnifico,/app/320400/,Dec 2 2014,838,95,59,59,59.13%
21775,Silent Service,/app/329660/,Nov 6 2014,3,18,10,10,59.10%
21776,Velvet Sundown,/app/307290/,Jul 22 2014,380,"1,088",721,721,59.08%
21777,Minimum,/app/214190/,Sep 10 2014,"1,960","2,429","1,629","1,629",59.05%
21778,Silent Service 2,/app/329670/,Nov 6 2014,12,37,22,22,59.01%
21779,Captain Morgane and the Golden Turtle,/app/264320/,Jan 3 2014,124,105,66,66,58.98%
21780,Soulbringer,/app/283310/,Mar 13 2014,25,140,89,89,58.97%
21781,Firefighters 2014,/app/291910/,May 21 2014,230,343,224,224,58.94%
21782,My Riding Stables,/app/276300/,Mar 28 2014,8,32,19,19,58.87%
21783,FIST OF AWESOME,/app/305070/,Jul 4 2014,39,210,136,136,58.86%
21784,Heileen 3: New Horizons,/app/305490/,Jul 17 2014,121,46,28,28,58.85%
21785,Abalone,/app/279480/,Apr 23 2014,109,92,58,58,58.83%
21786,Hunters Of The Dead,/app/318570/,Sep 4 2014,267,92,58,58,58.83%
21787,Ninja Cats vs Samurai Dogs,/app/260380/,Feb 21 2014,45,24,14,14,58.79%
21788,Lost Saga North America,/app/266150/,Nov 26 2014,470,416,275,275,58.78%
21789,Humans Must Answer,/app/261740/,Jan 16 2014,27,38,23,23,58.75%
21790,The Stalin Subway,/app/311140/,Sep 19 2014,458,350,231,231,58.73%
21791,Legions of Ashworld,/app/310970/,Jul 4 2014,23,27,16,16,58.70%
21792,Ihf Handball Challenge 12,/app/283490/,Mar 21 2014,25,47,29,29,58.64%
21793,Sentinel,/app/293200/,Apr 22 2014,18,50,31,31,58.62%
21794,Sid Meier's Civilization: Beyond Earth,/app/65980/,Oct 24 2014,"86,892","12,685","8,803","8,803",58.58%
21795,Dead Bits,/app/303390/,Jun 7 2014,"14,137","4,999","3,454","3,454",58.54%
21796,Shiny The Firefly,/app/277510/,May 16 2014,98,68,43,43,58.54%
21797,Star Traders: 4X Empires,/app/334270/,Dec 17 2014,68,42,26,26,58.48%
21798,Hegemony Rome: The Rise of Caesar,/app/227060/,May 15 2014,250,262,174,174,58.47%
21799,Star Nomad,/app/338830/,Dec 29 2014,521,28,17,17,58.36%
21800,Secrets of Rætikon,/app/246680/,Apr 17 2014,84,278,186,186,58.35%
21801,Time Mysteries 2: The Ancient Spectres,/app/313650/,Jul 31 2014,76,320,215,215,58.33%
21802,Man in a Maze: Deathmatch,/app/310990/,Oct 17 2014,6,6,3,3,58.33%
21803,Borealis,/app/307170/,Sep 2 2014,332,298,200,200,58.32%
21804,3 Stars of Destiny,/app/278530/,Mar 28 2014,461,131,86,86,58.32%
21805,HTR+ Slot Car Simulation,/app/288650/,May 29 2014,8,34,21,21,58.30%
21806,Railroad Pioneer,/app/306490/,Jul 2 2014,84,144,95,95,58.28%
21807,Eidolon,/app/286140/,Aug 1 2014,57,249,167,167,58.25%
21808,Evil Pumpkin: The Lost Halloween,/app/300360/,Jul 11 2014,188,55,35,35,58.25%
21809,FINAL FANTASY XIII-2,/app/292140/,Dec 11 2014,"1,883","2,823","1,971","1,971",58.19%
21810,School of Dragons: How to Train Your Dragon,/app/332070/,Dec 4 2014,"2,033","3,057","2,138","2,138",58.17%
21811,Always Remember Me,/app/291030/,Apr 18 2014,75,159,106,106,58.14%
21812,Depression Quest,/app/270170/,Aug 12 2014,515,"2,295","1,604","1,604",58.13%
21813,Shadows: Heretic Kingdoms,/app/256030/,Nov 20 2014,106,254,172,172,58.07%
21814,The Cameron Files: The Secret at Loch Ness,/app/302170/,Jul 18 2014,8,44,28,28,58.06%
21815,Bombing Bastards,/app/314220/,Dec 4 2014,14,72,47,47,58.02%
21816,BLOCKADE 3D,/app/302830/,Dec 19 2014,"6,968","15,389","11,010","11,010",57.91%
21817,POP: Methodology Experiment One,/app/305800/,Dec 10 2014,25,51,33,33,57.90%
